surface	lemma	feats	source
adaptations	adaptation	PL	lexicon
adapters	adapter	PL	lexicon
adaptors	adaptor	PL	lexicon
adblockers	adblocker	PL	promoted
adcs	adc	PL	promoted
adcoms	adcom	PL	promoted
adding	add	ING	agid
added	add	PAST	agid
added	add	PPART	agid
adds	add	TSG	agid
addaxes	addax	PL	lexicon
addest	adde	EST	promoted
addes	adde	PL	promoted
addends	addend	PL	lexicon
addenda	addendum	PL	lexicon
adders	adder	PL	lexicon
addicks	addick	PL	promoted
addicting	addict	ING	lexicon
addicted	addict	PAST	lexicon
addicts	addict	PL	lexicon
addicted	addict	PPART	lexicon
addicts	addict	TSG	lexicon
addictions	addiction	PL	lexicon
addins	addin	PL	promoted
additions	addition	PL	lexicon
additively	additive	LY	promoted
additives	additive	PL	lexicon
additonally	additonal	LY	promoted
addling	addle	ING	lexicon
addled	addle	PAST	lexicon
addled	addle	PPART	lexicon
addles	addle	TSG	lexicon
addressing	address	ING	agid
addressed	address	PAST	agid
addresses	address	PL	agid
addressed	address	PPART	agid
addresses	address	TSG	agid
addressees	addressee	PL	lexicon
adducing	adduce	ING	lexicon
adduced	adduce	PAST	lexicon
adduced	adduce	PPART	lexicon
adduces	adduce	TSG	lexicon
adducting	adduct	ING	lexicon
adducted	adduct	PAST	lexicon
adducted	adduct	PPART	lexicon
adducts	adduct	TSG	lexicon
adductions	adduction	PL	lexicon
adductors	adductor	PL	lexicon
ades	ade	PL	promoted
adelantados	adelantado	PL	promoted
adelgids	adelgid	PL	promoted
adenines	adenine	PL	lexicon
adenitises	adenitis	PL	lexicon
adenocarcinomas	adenocarcinoma	PL	lexicon
adenohypophyses	adenohypophysis	PL	lexicon
adenoids	adenoid	PL	lexicon
adenoidectomies	adenoidectomy	PL	lexicon
adenomas	adenoma	PL	lexicon
adenosines	adenosine	PL	lexicon
adenoses	adenosis	PL	lexicon
adenoviruses	adenovirus	PL	lexicon
adepter	adept	ER	lexicon
adeptest	adept	EST	lexicon
adepts	adept	PL	lexicon
adeptnesses	adeptness	PL	lexicon
adequacies	adequacy	PL	lexicon
adequatenesses	adequateness	PL	lexicon
adfs	adf	PL	promoted
adher	adh	ER	promoted
adhering	adhere	ING	lexicon
adhered	adhere	PAST	lexicon
adhered	adhere	PPART	lexicon
adheres	adhere	TSG	lexicon
adherences	adherence	PL	lexicon
adherents	adherent	PL	lexicon
adhesions	adhesion	PL	lexicon
adhesively	adhesive	LY	promoted
adhesives	adhesive	PL	lexicon
adhesivenesses	adhesiveness	PL	lexicon
adis	adi	PL	promoted
adieus	adieu	PL	lexicon
adils	adil	PL	promoted
adipokines	adipokine	PL	promoted
adiposes	adipose	PL	lexicon
adiposenesses	adiposeness	PL	lexicon
adiposes	adiposis	PL	lexicon
adiposities	adiposity	PL	lexicon
adits	adit	PL	lexicon
adivasis	adivasi	PL	promoted
adjacencies	adjacency	PL	lexicon
adjectively	adjective	LY	promoted
adjectived	adjective	PAST	promoted
adjectives	adjective	PL	lexicon
adjoining	adjoin	ING	lexicon
adjoined	adjoin	PAST	lexicon
adjoined	adjoin	PPART	lexicon
adjoins	adjoin	TSG	lexicon
adjourning	adjourn	ING	lexicon
adjourned	adjourn	PAST	lexicon
adjourned	adjourn	PPART	lexicon
adjourns	adjourn	TSG	lexicon
adjournments	adjournment	PL	lexicon
adjudging	adjudge	ING	lexicon
adjudged	adjudge	PAST	lexicon
adjudged	adjudge	PPART	lexicon
adjudges	adjudge	TSG	lexicon
adjudicating	adjudicate	ING	lexicon
adjudicated	adjudicate	PAST	lexicon
adjudicated	adjudicate	PPART	lexicon
adjudicates	adjudicate	TSG	lexicon
adjudications	adjudication	PL	lexicon
adjudicators	adjudicator	PL	lexicon
adjuncting	adjunct	ING	promoted
adjuncts	adjunct	PL	lexicon
adjunctions	adjunction	PL	lexicon
adjunctively	adjunctive	LY	promoted
adjurations	adjuration	PL	lexicon
adjuring	adjure	ING	lexicon
adjured	adjure	PAST	lexicon
adjured	adjure	PPART	lexicon
adjures	adjure	TSG	lexicon
adjusting	adjust	ING	lexicon
adjusted	adjust	PAST	lexicon
adjusted	adjust	PPART	lexicon
adjusts	adjust	TSG	lexicon
adjusters	adjuster	PL	lexicon
adjustments	adjustment	PL	lexicon
adjustors	adjustor	PL	lexicon
adjutants	adjutant	PL	lexicon
adjuvanted	adjuvant	PAST	promoted
adjuvants	adjuvant	PL	lexicon
adls	adl	PL	promoted
adm'rs	adm'r	PL	promoted
admen	adman	PL	lexicon
admasses	admass	PL	lexicon
admeasuring	admeasure	ING	lexicon
admeasured	admeasure	PAST	lexicon
admeasured	admeasure	PPART	lexicon
admeasures	admeasure	TSG	lexicon
administering	administer	ING	lexicon
administered	administer	PAST	lexicon
administered	administer	PPART	lexicon
administers	administer	TSG	lexicon
administrating	administrate	ING	lexicon
administrated	administrate	PAST	lexicon
administrated	administrate	PPART	lexicon
administrates	administrate	TSG	lexicon
administrations	administration	PL	agid
administrators	administrator	PL	lexicon
admirabilities	admirability	PL	lexicon
admirablenesses	admirableness	PL	lexicon
admirals	admiral	PL	lexicon
admiralties	admiralty	PL	lexicon
admirations	admiration	PL	lexicon
admiring	admire	ING	agid
admired	admire	PAST	agid
admired	admire	PPART	agid
admires	admire	TSG	agid
admirers	admirer	PL	lexicon
admissibilities	admissibility	PL	lexicon
admissions	admission	PL	lexicon
admitting	admit	ING	agid
admitted	admit	PAST	agid
admitted	admit	PPART	agid
admits	admit	TSG	agid
admittances	admittance	PL	lexicon
admixing	admix	ING	lexicon
admixed	admix	PAST	lexicon
admixed	admix	PPART	lexicon
admixes	admix	TSG	lexicon
admixtures	admixture	PL	lexicon
admonishing	admonish	ING	lexicon
admonished	admonish	PAST	lexicon
admonished	admonish	PPART	lexicon
admonishes	admonish	TSG	lexicon
admonishers	admonisher	PL	lexicon
admonishments	admonishment	PL	lexicon
admonitions	admonition	PL	lexicon
adnouns	adnoun	PL	lexicon
ados	ado	PL	lexicon
adobes	adobe	PL	lexicon
adobos	adobo	PL	lexicon
adoing	adoe	ING	promoted
adolescences	adolescence	PL	lexicon
adolescents	adolescent	PL	lexicon
adonises	adonis	PL	lexicon
adopting	adopt	ING	agid
adopted	adopt	PAST	agid
adopted	adopt	PPART	agid
adopts	adopt	TSG	agid
adopters	adopter	PL	lexicon
adoptions	adoption	PL	lexicon
adorabilities	adorability	PL	lexicon
adorablenesses	adorableness	PL	lexicon
adorations	adoration	PL	lexicon
adoring	adore	ING	lexicon
adored	adore	PAST	lexicon
adored	adore	PPART	lexicon
adores	adore	TSG	lexicon
adorers	adorer	PL	lexicon
adorning	adorn	ING	lexicon
adorned	adorn	PAST	lexicon
adorned	adorn	PPART	lexicon
adorns	adorn	TSG	lexicon
adorner	adorne	ER	promoted
adornments	adornment	PL	lexicon
adpressedly	adpressed	LY	promoted
adred	adr	PAST	promoted
adres	adr	PL	promoted
adrenals	adrenal	PL	lexicon
adrenalectomies	adrenalectomy	PL	lexicon
adrenalins	adrenalin	PL	lexicon
adrenalines	adrenaline	PL	lexicon
adrenoceptors	adrenoceptor	PL	promoted
adrenocorticotrophins	adrenocorticotrophin	PL	lexicon
adrenocorticotropins	adrenocorticotropin	PL	lexicon
adressing	adresse	ING	promoted
adroiter	adroit	ER	lexicon
adroitest	adroit	EST	lexicon
adroitnesses	adroitness	PL	lexicon
adsorber	adsorb	ER	promoted
adsorbing	adsorb	ING	lexicon
adsorbed	adsorb	PAST	lexicon
adsorbed	adsorb	PPART	lexicon
adsorbs	adsorb	TSG	lexicon
adsorbates	adsorbate	PL	lexicon
adsorbents	adsorbent	PL	lexicon
adsorptions	adsorption	PL	lexicon
aduancing	aduance	ING	promoted
aduentured	aduenture	PAST	promoted
aduersaries	aduersary	PL	promoted
aduertising	aduertise	ING	promoted
aduisedly	aduised	LY	promoted
adulating	adulate	ING	lexicon
adulated	adulate	PAST	lexicon
adulated	adulate	PPART	lexicon
adulates	adulate	TSG	lexicon
adulations	adulation	PL	lexicon
adulators	adulator	PL	lexicon
adulter	adult	ER	promoted
adulting	adult	ING	promoted
adults	adult	PL	agid
adulterants	adulterant	PL	lexicon
adulterating	adulterate	ING	lexicon
adulterated	adulterate	PAST	lexicon
adulterated	adulterate	PPART	lexicon
adulterates	adulterate	TSG	lexicon
adulterations	adulteration	PL	lexicon
adulterers	adulterer	PL	lexicon
adulteresses	adulteress	PL	lexicon
adulteries	adultery	PL	lexicon
adulthoods	adulthood	PL	lexicon
adumbrating	adumbrate	ING	lexicon
adumbrated	adumbrate	PAST	lexicon
adumbrated	adumbrate	PPART	lexicon
adumbrates	adumbrate	TSG	lexicon
adumbrations	adumbration	PL	lexicon
advancing	advance	ING	agid
advanced	advance	PAST	agid
advances	advance	PL	agid
advanced	advance	PPART	agid
advances	advance	TSG	agid
advancements	advancement	PL	lexicon
advantaging	advantage	ING	promoted
advantaged	advantage	PAST	promoted
advantages	advantage	PL	agid
advantageousnesses	advantageousness	PL	lexicon
advections	advection	PL	lexicon
advents	advent	PL	lexicon
adventists	adventist	PL	promoted
adventitias	adventitia	PL	lexicon
adventuring	adventure	ING	lexicon
adventured	adventure	PAST	lexicon
adventures	adventure	PL	lexicon
adventured	adventure	PPART	lexicon
adventures	adventure	TSG	lexicon
adventurers	adventurer	PL	lexicon
adventuresses	adventuress	PL	lexicon
adventurisms	adventurism	PL	lexicon
adventurousnesses	adventurousness	PL	lexicon
adverbs	adverb	PL	lexicon
adverbially	adverbial	LY	promoted
adverbials	adverbial	PL	lexicon
adversaries	adversary	PL	lexicon
adverser	adverse	ER	lexicon
adversest	adverse	EST	lexicon
adversely	adverse	LY	promoted
adversenesses	adverseness	PL	lexicon
adversities	adversity	PL	lexicon
adverting	advert	ING	lexicon
adverted	advert	PAST	lexicon
adverts	advert	PL	lexicon
adverted	advert	PPART	lexicon
adverts	advert	TSG	lexicon
advertences	advertence	PL	lexicon
advertencies	advertency	PL	lexicon
advertising	advertise	ING	agid
advertised	advertise	PAST	agid
advertised	advertise	PPART	agid
advertises	advertise	TSG	agid
advertisements	advertisement	PL	lexicon
advertisers	advertiser	PL	lexicon
advertizing	advertize	ING	lexicon
advertized	advertize	PAST	lexicon
advertized	advertize	PPART	lexicon
advertizes	advertize	TSG	lexicon
advertizements	advertizement	PL	lexicon
advertorials	advertorial	PL	lexicon
advisabilities	advisability	PL	lexicon
advice	advise	ACTION	derivation
advisest	advise	EST	promoted
advising	advise	ING	agid
advised	advise	PAST	agid
advised	advise	PPART	agid
advises	advise	TSG	agid
advisees	advisee	PL	lexicon
advisements	advisement	PL	lexicon
advisers	adviser	PL	lexicon
advisors	advisor	PL	lexicon
advisories	advisory	PL	lexicon
advized	advize	PAST	promoted
advocacies	advocacy	PL	lexicon
advocating	advocate	ING	lexicon
advocated	advocate	PAST	lexicon
advocates	advocate	PL	lexicon
advocated	advocate	PPART	lexicon
advocates	advocate	TSG	lexicon
advowsons	advowson	PL	lexicon
advysed	advyse	PAST	promoted
adynamias	adynamia	PL	lexicon
adzing	adz	ING	lexicon
adzed	adz	PAST	lexicon
adzes	adz	PL	lexicon
adzed	adz	PPART	lexicon
adzes	adz	TSG	lexicon
adzing	adze	ING	lexicon
adzed	adze	PAST	lexicon
adzes	adze	PL	lexicon
adzed	adze	PPART	lexicon
adzes	adze	TSG	lexicon
aeciospores	aeciospore	PL	lexicon
aecia	aecium	PL	lexicon
aeds	aed	PL	promoted
aeger	aeg	ER	promoted
aegises	aegis	PL	lexicon
aeons	aeon	PL	lexicon
aepyornises	aepyornis	PL	lexicon
aerating	aerate	ING	lexicon
aerated	aerate	PAST	lexicon
aerated	aerate	PPART	lexicon
aerates	aerate	TSG	lexicon
aerations	aeration	PL	lexicon
aerators	aerator	PL	lexicon
aerenoids	aerenoid	PL	promoted
aerials	aerial	PL	lexicon
aerialists	aerialist	PL	lexicon
aeries	aerie	PL	lexicon
aerifying	aerify	ING	lexicon
aerified	aerify	PAST	lexicon
aerified	aerify	PPART	lexicon
aerifies	aerify	TSG	lexicon
aerobes	aerobe	PL	lexicon
aerobioses	aerobiosis	PL	lexicon
aerodromes	aerodrome	PL	lexicon
aeroembolisms	aeroembolism	PL	lexicon
aerofoils	aerofoil	PL	lexicon
aerograms	aerogram	PL	lexicon
aerogrammes	aerogramme	PL	lexicon
aerolites	aerolite	PL	lexicon
aerologies	aerology	PL	lexicon
aeromedicines	aeromedicine	PL	lexicon
aeronauts	aeronaut	PL	lexicon
aerophagias	aerophagia	PL	lexicon
aerophytes	aerophyte	PL	lexicon
aeroplaning	aeroplane	ING	promoted
aeroplanes	aeroplane	PL	lexicon
aerosols	aerosol	PL	lexicon
aerosolizing	aerosolize	ING	lexicon
aerosolized	aerosolize	PAST	lexicon
aerosolized	aerosolize	PPART	lexicon
aerosolizes	aerosolize	TSG	lexicon
aerospaces	aerospace	PL	lexicon
aerier	aery	ER	lexicon
aeriest	aery	EST	lexicon
aeries	aery	PL	lexicon
aesthetes	aesthete	PL	lexicon
aesthetics	aesthetic	PL	lexicon
aestheticians	aesthetician	PL	lexicon
aestheticisms	aestheticism	PL	lexicon
aestivating	aestivate	ING	lexicon
aestivated	aestivate	PAST	lexicon
aestivated	aestivate	PPART	lexicon
aestivates	aestivate	TSG	lexicon
aestivations	aestivation	PL	lexicon
aethers	aether	PL	lexicon
aetiologies	aetiology	PL	lexicon
afars	afar	PL	lexicon
afder	afd	ER	promoted
afeared	afear	PAST	promoted
affly	aff	LY	promoted
affs	aff	PL	promoted
affabilities	affability	PL	lexicon
affabler	affable	ER	lexicon
affablest	affable	EST	lexicon
affairs	affair	PL	agid
affaires	affaire	PL	lexicon
affecting	affect	ING	agid
affected	affect	PAST	agid
affected	affect	PPART	agid
affects	affect	TSG	agid
affectations	affectation	PL	lexicon
affectednesses	affectedness	PL	lexicon
affections	affection	PL	lexicon
affectionatenesses	affectionateness	PL	lexicon
affectioned	affectione	PAST	promoted
affectiones	affectione	PL	promoted
affectus	affectu	PL	promoted
affenpinschers	affenpinscher	PL	lexicon
afferents	afferent	PL	lexicon
affiancing	affiance	ING	lexicon
affianced	affiance	PAST	lexicon
affiances	affiance	PL	lexicon
affianced	affiance	PPART	lexicon
affiances	affiance	TSG	lexicon
afficionados	afficionado	PL	lexicon
affidavits	affidavit	PL	lexicon
affilated	affilate	PAST	promoted
affiliating	affiliate	ING	lexicon
affiliated	affiliate	PAST	lexicon
affiliates	affiliate	PL	lexicon
affiliated	affiliate	PPART	lexicon
affiliates	affiliate	TSG	lexicon
affiliations	affiliation	PL	lexicon
affinities	affinity	PL	lexicon
affirming	affirm	ING	lexicon
affirmed	affirm	PAST	lexicon
affirmed	affirm	PPART	lexicon
affirms	affirm	TSG	lexicon
affirmations	affirmation	PL	lexicon
affirmatively	affirmative	LY	promoted
affirmatives	affirmative	PL	lexicon
affirmes	affirme	PL	promoted
affixing	affix	ING	lexicon
affixed	affix	PAST	lexicon
affixes	affix	PL	lexicon
affixed	affix	PPART	lexicon
affixes	affix	TSG	lexicon
affixations	affixation	PL	lexicon
afflatuses	afflatus	PL	lexicon
afflicting	afflict	ING	lexicon
afflicted	afflict	PAST	lexicon
afflicted	afflict	PPART	lexicon
afflicts	afflict	TSG	lexicon
afflictions	affliction	PL	lexicon
affluences	affluence	PL	lexicon
affluents	affluent	PL	lexicon
affoorded	affoord	PAST	promoted
affording	afford	ING	agid
afforded	afford	PAST	agid
afforded	afford	PPART	agid
affords	afford	TSG	agid
afforesting	afforest	ING	lexicon
afforested	afforest	PAST	lexicon
afforested	afforest	PPART	lexicon
afforests	afforest	TSG	lexicon
afforestations	afforestation	PL	lexicon
affranchising	affranchise	ING	lexicon
affranchised	affranchise	PAST	lexicon
affranchised	affranchise	PPART	lexicon
affranchises	affranchise	TSG	lexicon
affraying	affray	ING	lexicon
affrayed	affray	PAST	lexicon
affrays	affray	PL	lexicon
affrayed	affray	PPART	lexicon
affrays	affray	TSG	lexicon
affricates	affricate	PL	lexicon
affrications	affrication	PL	lexicon
affricatives	affricative	PL	lexicon
affrighting	affright	ING	lexicon
affrighted	affright	PAST	lexicon
affrighted	affright	PPART	lexicon
affrights	affright	TSG	lexicon
affronting	affront	ING	lexicon
affronted	affront	PAST	lexicon
affronts	affront	PL	lexicon
affronted	affront	PPART	lexicon
affronts	affront	TSG	lexicon
affusions	affusion	PL	lexicon
afghans	afghan	PL	lexicon
afghanis	afghani	PL	lexicon
aficionados	aficionado	PL	lexicon
aforethoughts	aforethought	PL	lexicon
africas	africa	PL	promoted
africans	african	PL	promoted
afrikaners	afrikaner	PL	promoted
afros	afro	PL	promoted
aftering	after	ING	promoted
afterbirths	afterbirth	PL	lexicon
afterburners	afterburner	PL	lexicon
aftercares	aftercare	PL	lexicon
afterdamps	afterdamp	PL	lexicon
afterdecks	afterdeck	PL	lexicon
aftereffects	aftereffect	PL	lexicon
afterglows	afterglow	PL	lexicon
afterimages	afterimage	PL	lexicon
afterlives	afterlife	PL	lexicon
aftermaths	aftermath	PL	lexicon
afternoons	afternoon	PL	agid
afterparties	afterparty	PL	promoted
afterpieces	afterpiece	PL	lexicon
aftersensations	aftersensation	PL	lexicon
aftershafts	aftershaft	PL	lexicon
aftershaves	aftershave	PL	lexicon
aftershocks	aftershock	PL	lexicon
aftertastes	aftertaste	PL	lexicon
afterthoughts	afterthought	PL	lexicon
afterwardes	afterwarde	PL	promoted
afterwords	afterword	PL	lexicon
afterworlds	afterworld	PL	lexicon
againes	againe	PL	promoted
againts	againt	PL	promoted
agamas	agama	PL	lexicon
agamids	agamid	PL	lexicon
agammaglobulinemias	agammaglobulinemia	PL	lexicon
agamogeneses	agamogenesis	PL	lexicon
aganes	agane	PL	promoted
agapanthuses	agapanthus	PL	lexicon
agapae	agape	PL	lexicon
agars	agar	PL	lexicon
agarics	agaric	PL	lexicon
agates	agate	PL	lexicon
agatewares	agateware	PL	lexicon
agaves	agave	PL	lexicon
ages	age	PL	agid
agednesses	agedness	PL	lexicon
ageings	ageing	PL	lexicon
ageisms	ageism	PL	lexicon
ageists	ageist	PL	lexicon
agelessnesses	agelessness	PL	lexicon
agencies	agency	PL	agid
agendas	agenda	PL	lexicon
agendis	agendi	PL	promoted
agendums	agendum	PL	lexicon
agenesias	agenesia	PL	lexicon
ageneses	agenesis	PL	lexicon
agenizing	agenize	ING	lexicon
agenized	agenize	PAST	lexicon
agenized	agenize	PPART	lexicon
agenizes	agenize	TSG	lexicon
agenting	agent	ING	lexicon
agented	agent	PAST	lexicon
agents	agent	PL	lexicon
agented	agent	PPART	lexicon
agents	agent	TSG	lexicon
agentes	agente	PL	promoted
ageyns	ageyn	PL	promoted
agglomerating	agglomerate	ING	lexicon
agglomerated	agglomerate	PAST	lexicon
agglomerates	agglomerate	PL	lexicon
agglomerated	agglomerate	PPART	lexicon
agglomerates	agglomerate	TSG	lexicon
agglomerations	agglomeration	PL	lexicon
agglutinating	agglutinate	ING	lexicon
agglutinated	agglutinate	PAST	lexicon
agglutinated	agglutinate	PPART	lexicon
agglutinates	agglutinate	TSG	lexicon
agglutinations	agglutination	PL	lexicon
agglutinins	agglutinin	PL	lexicon
agglutinogens	agglutinogen	PL	lexicon
aggrading	aggrade	ING	lexicon
aggraded	aggrade	PAST	lexicon
aggraded	aggrade	PPART	lexicon
aggrades	aggrade	TSG	lexicon
aggrandising	aggrandise	ING	promoted
aggrandised	aggrandise	PAST	promoted
aggrandisements	aggrandisement	PL	lexicon
aggrandizing	aggrandize	ING	lexicon
aggrandized	aggrandize	PAST	lexicon
aggrandized	aggrandize	PPART	lexicon
aggrandizes	aggrandize	TSG	lexicon
aggrandizements	aggrandizement	PL	lexicon
aggravating	aggravate	ING	lexicon
aggravated	aggravate	PAST	lexicon
aggravated	aggravate	PPART	lexicon
aggravates	aggravate	TSG	lexicon
aggravations	aggravation	PL	lexicon
aggregating	aggregate	ING	lexicon
aggregately	aggregate	LY	promoted
aggregated	aggregate	PAST	lexicon
aggregates	aggregate	PL	lexicon
aggregated	aggregate	PPART	lexicon
aggregates	aggregate	TSG	lexicon
aggregations	aggregation	PL	lexicon
aggresively	aggresive	LY	promoted
aggressing	aggress	ING	lexicon
aggressed	aggress	PAST	lexicon
aggressed	aggress	PPART	lexicon
aggresses	aggress	TSG	lexicon
aggressions	aggression	PL	agid
aggressivenesses	aggressiveness	PL	lexicon
aggressors	aggressor	PL	lexicon
aggrieving	aggrieve	ING	lexicon
aggrieved	aggrieve	PAST	lexicon
aggrieved	aggrieve	PPART	lexicon
aggrieves	aggrieve	TSG	lexicon
aggros	aggro	PL	lexicon
agiler	agile	ER	lexicon
agilest	agile	EST	lexicon
agilely	agile	LY	promoted
agilities	agility	PL	lexicon
agings	aging	PL	lexicon
agios	agio	PL	lexicon
agiotages	agiotage	PL	lexicon
agisms	agism	PL	lexicon
agitating	agitate	ING	lexicon
agitated	agitate	PAST	lexicon
agitated	agitate	PPART	lexicon
agitates	agitate	TSG	lexicon
agitations	agitation	PL	lexicon
agitators	agitator	PL	lexicon
agitprops	agitprop	PL	lexicon
aglets	aglet	PL	lexicon
agnails	agnail	PL	lexicon
agnates	agnate	PL	lexicon
agnations	agnation	PL	lexicon
agnising	agnise	ING	lexicon
agnised	agnise	PAST	lexicon
agnised	agnise	PPART	lexicon
agnises	agnise	TSG	lexicon
agnizing	agnize	ING	lexicon
agnized	agnize	PAST	lexicon
agnized	agnize	PPART	lexicon
agnizes	agnize	TSG	lexicon
agnosias	agnosia	PL	lexicon
agnostics	agnostic	PL	lexicon
agnosticisms	agnosticism	PL	lexicon
agoing	ago	ING	promoted
agonising	agonise	ING	lexicon
agonised	agonise	PAST	lexicon
agonised	agonise	PPART	lexicon
agonises	agonise	TSG	lexicon
agonists	agonist	PL	lexicon
agonizing	agonize	ING	lexicon
agonized	agonize	PAST	lexicon
agonized	agonize	PPART	lexicon
agonizes	agonize	TSG	lexicon
agonies	agony	PL	lexicon
agoras	agora	PL	lexicon
agoraphobias	agoraphobia	PL	lexicon
agoraphobics	agoraphobic	PL	lexicon
agoutis	agouti	PL	lexicon
agps	agp	PL	promoted
agranulocytoses	agranulocytosis	PL	lexicon
agraphias	agraphia	PL	lexicon
agrarians	agrarian	PL	lexicon
agrarianisms	agrarianism	PL	lexicon
agreement	agree	ACTION	derivation
